Id,SalePrice
1461,125472.25225178318
1462,160049.74519207978
1463,204534.22266087445
1464,208096.8770472767
1465,193433.55632804445
1466,197476.97390228757
1467,178747.6802312596
1468,175940.99495776845
1469,182819.63739710703
1470,145350.33313560428
1471,193091.54143395697
1472,108048.30199380296
1473,115154.85358661384
1474,135583.24342141446
1475,96379.1958284537
1476,341675.6841585932
1477,252646.79858592746
1478,295984.0534328707
1479,288544.5994950824
1480,369170.8610777365
1481,285281.63982131536
1482,198570.26985061265
1483,176538.37707489188
1484,167165.70544147026
1485,179752.6532072322
1486,202309.66727654255
1487,288749.47745841567
1488,227525.60167631754
1489,228952.51800529615
1490,213281.63271117755
1491,187673.05015652627
1492,108850.96252143665
1493,170726.04639789506
1494,283250.2059056398
1495,299877.29455923353
1496,233736.3510649975
1497,172409.59222524764
1498,169680.33149138629
1499,164433.33284668744
1500,159953.20217451284
1501,171457.8274429739
1502,166274.41522494712
1503,340814.4242912307
1504,227477.2635489226
1505,249025.76764313324
1506,164290.23546791082
1507,243872.6259559012
1508,196889.35264431708
1509,158938.2800640431
1510,156169.24764711648
1511,142801.0348785714
1512,175355.40213015708
1513,138160.97556976406
1514,128686.2204018426
1515,150465.76503137915
1516,171371.80176786278
1517,153492.626328483
1518,128136.13568876573
1519,229224.8496320724
1520,136665.7950699223
1521,130179.68788884043
1522,155495.99946989355
1523,109741.81596405958
1524,122058.88694015019
1525,121942.50200564966
1526,112471.79541923151
1527,127913.83859885724
1528,136901.3938090973
1529,132392.79400033507
1530,168461.19950528487
1531,150338.25494995085
1532,115015.61085130666
1533,133409.97485034144
1534,112093.24991900506
1535,159995.18926296654
1536,119005.07085195626
1537,144568.23799057226
1538,133780.75803860475
1539,141850.40817635888
1540,92518.59619931132
1541,162369.70919906866
1542,115992.02404706748
1543,158682.31024957955
1544,103760.76828597246
1545,109691.34215796944
1546,134966.68808179727
1547,125545.93691490126
1548,129148.00628298202
1549,153242.9377592865
1550,164276.54091817376
1551,118631.9693662141
1552,134226.16505564708
1553,108425.05689451685
1554,103683.78121299641
1555,152179.98446693667
1556,92110.94507368455
1557,103960.43464150769
1558,114704.74080841875
1559,100135.78802403329
1560,175283.91290411106
1561,128207.55741773575
1562,152384.11020450378
1563,117520.4998843232
1564,149579.06711769805
1565,150598.89031668752
1566,250739.59567419646
1567,97701.74368495504
1568,239806.35291266773
1569,180686.9540983228
1570,141059.765612646
1571,131380.2445159364
1572,137760.93577774908
1573,219755.71606255122
1574,131052.75191140367
1575,183655.54726347685
1576,279935.6042781839
1577,205815.7190424559
1578,145681.24853137345
1579,198040.74072700622
1580,213728.72133776298
1581,137817.92382331728
1582,131610.6046677827
1583,293146.2562953834
1584,223552.2596043061
1585,151174.1924079833
1586,83545.39670406189
1587,95737.58395218724
1588,138105.95902940363
1589,107014.80789597385
1590,123232.15143423424
1591,111237.05889912299
1592,130357.43229121612
1593,131447.8674791658
1594,79094.04675488055
1595,105398.22982909875
1596,174321.61172731553
1597,200063.78122275128
1598,196588.89614521145
1599,194304.35130150424
1600,201469.27418023965
1601,98756.276543481
1602,170844.38014253744
1603,104291.72239312541
1604,227211.9100364607
1605,278676.9017807346
1606,160883.3869668188
