Id,SalePrice
1461,124560.82333004495
1462,158622.81446301585
1463,184257.81750688428
1464,203728.67254472498
1465,177662.69326441453
1466,183000.96733840092
1467,158783.25862929734
1468,178297.65531799226
1469,170493.71154364885
1470,128243.75101597137
1471,174728.28057655419
1472,98907.97843823758
1473,102705.3595278401
1474,143639.29258313891
1475,101816.5581944373
1476,411380.9705305971
1477,249711.91324291314
1478,267851.99873440806
1479,300128.07889459585
1480,404661.21980446496
1481,278626.5988335636
1482,220126.0324223071
1483,184460.96694554458
1484,195859.35144623482
1485,200524.86899789365
1486,202588.53082732946
1487,295248.9515075283
1488,222186.7177238437
1489,205847.74138302574
1490,226737.52204566562
1491,210549.1244590176
1492,96918.94070312443
1493,180287.16461624333
1494,230293.4731058861
1495,287332.98268539464
1496,218692.45612302635
1497,175844.5103794122
1498,167879.8713063887
1499,164859.3225870375
1500,166590.27899810005
1501,170941.4104189126
1502,184654.6889147192
1503,258489.37837082756
1504,225693.158935709
1505,225457.93019755505
1506,175394.34501324515
1507,191232.8529061232
1508,182990.02548159417
1509,155269.48815508772
1510,157871.43983134942
1511,147757.27051954763
1512,159206.81390008613
1513,153241.2068576582
1514,132528.97821486834
1515,157639.8815724775
1516,153174.56257817073
1517,154257.63446030105
1518,132633.20572205645
1519,229022.35251019037
1520,131604.3327799188
1521,144680.75574918636
1522,160023.59723172794
1523,124305.46375206648
1524,111463.8558761918
1525,125106.62486150612
1526,119699.9400302753
1527,121556.9753772026
1528,122699.5691077444
1529,133444.50834099372
1530,162118.5318090283
1531,146973.6366537431
1532,81845.88276286495
1533,126760.56120054747
1534,108919.7686205423
1535,137285.375435681
1536,107731.85389966483
1537,101082.92799092244
1538,134601.85675500258
1539,164161.8556564156
1540,78598.64041661509
1541,122781.82426229311
1542,107197.88593079323
1543,169911.05631553146
1544,88900.69520038084
1545,108697.5811151861
1546,125552.21102961249
1547,121483.9662836139
1548,111231.04352195206
1549,118091.58397500112
1550,120288.51707259985
1551,100442.18516724385
1552,137732.8438498132
1553,118408.71547594726
1554,113069.7241663979
1555,173028.23238482676
1556,107088.84473662749
1557,86451.99941116034
1558,104504.02127125254
1559,61529.81806920141
1560,127538.41207918013
1561,126720.96014499704
